application_id,discipline,papers_5y,citations_5y,h_index,research_years,prior_grants,institution_tier,overseas_experience,age_group,novelty_score,feasibility_score,frontier_score,methodology_score,expected_impact,budget_reasonableness,project_risk,data_availability,ethics_compliance,team_size,interdisciplinarity,collaboration_strength,platform_support,true_funding_probability,funded
APP-0351,工程技术,7,268,7,2,0,普通高校/机构,无,青年,63.53,76.17,66.98,47.69,76.63,59.53,28.19,80.73,98.78,5,69.67,68.19,49.23,0.3163,0
APP-0352,生命科学,12,129,9,8,1,双一流/国家级平台,无,中青年,64.26,55.42,75.79,63.19,50.54,94.14,100.0,64.05,83.32,8,1.12,85.59,64.75,0.0076,0
APP-0353,工程技术,17,150,20,20,6,省部级重点单位,无,资深,96.18,60.43,65.35,78.32,57.3,95.57,42.99,55.47,78.63,11,48.82,88.96,68.85,0.41696,0
APP-0354,工程技术,12,203,13,5,1,省部级重点单位,无,青年,100.0,69.99,83.31,77.95,56.72,80.79,36.39,78.5,84.66,5,44.59,67.11,31.07,0.4684,0
APP-0355,工程技术,6,219,4,5,0,双一流/国家级平台,无,青年,86.95,77.59,57.49,72.59,39.7,75.38,12.82,63.61,76.06,3,58.39,60.73,52.01,0.12581,0
APP-0356,工程技术,19,497,28,34,3,双一流/国家级平台,无,资深,92.27,73.91,42.76,40.38,78.2,71.75,38.99,64.25,80.22,4,43.31,69.05,66.73,0.10634,0
APP-0357,管理科学,13,1108,13,7,0,普通高校/机构,无,中青年,95.03,57.0,77.82,84.57,78.8,73.43,67.03,66.64,70.68,6,66.98,100.0,84.57,0.70881,1
APP-0358,管理科学,10,279,12,9,1,普通高校/机构,无,中青年,100.0,74.44,52.7,86.89,60.68,78.91,82.91,83.23,85.75,7,70.51,56.73,78.27,0.54021,0
APP-0359,工程技术,7,126,10,7,0,普通高校/机构,短期交流,青年,68.07,61.44,51.21,71.13,65.55,75.08,28.6,97.1,81.22,11,28.32,82.43,56.27,0.12039,0
APP-0360,工程技术,7,75,11,4,0,普通高校/机构,短期交流,青年,60.58,84.66,86.97,71.97,67.84,85.78,73.43,85.4,83.87,4,60.47,51.34,80.98,0.13142,0
APP-0361,交叉学科,15,646,14,14,5,省部级重点单位,无,中青年,95.84,70.79,82.49,75.54,69.91,62.98,51.42,70.14,96.83,4,30.38,47.05,58.64,0.51254,1
APP-0362,生命科学,13,263,28,34,4,双一流/国家级平台,无,资深,59.46,59.37,62.86,87.99,44.44,92.34,40.29,56.51,73.96,4,65.59,93.84,10.92,0.0364,0
APP-0363,生命科学,9,72,8,7,0,双一流/国家级平台,短期交流,青年,58.63,79.65,22.32,72.26,73.82,68.93,53.46,80.01,80.71,6,46.67,62.05,88.49,0.05823,0
APP-0364,生命科学,13,268,15,14,6,省部级重点单位,短期交流,中青年,58.93,75.37,76.0,66.51,47.19,65.05,78.35,94.98,65.49,5,39.92,66.04,71.78,0.31295,0
APP-0365,工程技术,12,129,22,17,2,省部级重点单位,无,中青年,70.29,63.35,77.94,73.96,76.9,78.35,51.02,85.05,87.5,9,21.79,71.85,67.2,0.22443,1
APP-0366,信息科学,6,105,4,6,0,双一流/国家级平台,无,青年,46.2,80.22,75.75,68.86,48.96,79.12,27.83,73.12,81.83,1,54.16,45.93,64.14,0.08571,0
APP-0367,管理科学,7,157,5,5,0,双一流/国家级平台,短期交流,青年,53.37,78.81,75.06,69.0,45.2,53.16,58.48,62.66,82.17,8,32.84,54.11,69.15,0.01249,0
APP-0368,工程技术,6,77,4,5,0,普通高校/机构,短期交流,青年,63.91,86.83,65.28,46.04,65.55,68.23,58.16,75.18,80.43,4,26.33,50.44,64.12,0.01595,0
APP-0369,信息科学,12,179,20,14,0,省部级重点单位,无,中青年,56.45,79.94,61.84,75.8,65.19,47.94,46.19,87.32,76.22,5,59.72,67.98,59.09,0.06748,0
APP-0370,交叉学科,14,174,13,13,2,双一流/国家级平台,无,中青年,85.81,67.0,51.41,84.23,67.66,65.89,77.96,73.48,100.0,8,75.38,68.6,52.9,0.18622,0
APP-0371,管理科学,8,109,8,6,1,普通高校/机构,长期经历,中青年,72.09,46.33,57.54,82.26,51.72,66.41,4.22,68.45,82.38,7,63.89,51.19,65.31,0.46618,0
APP-0372,信息科学,8,90,5,6,3,普通高校/机构,无,青年,79.5,72.61,72.82,81.36,69.25,77.57,57.14,59.69,84.97,5,27.38,98.5,49.02,0.36478,0
APP-0373,信息科学,8,127,9,6,1,双一流/国家级平台,长期经历,中青年,78.08,74.79,73.07,68.31,70.75,64.55,65.69,100.0,70.61,3,53.26,61.51,44.58,0.17748,0
APP-0374,信息科学,6,77,19,16,2,双一流/国家级平台,无,中青年,69.31,70.72,79.85,70.89,84.65,67.39,21.02,56.64,90.85,4,69.61,63.85,68.59,0.57951,0
APP-0375,生命科学,11,334,18,16,0,双一流/国家级平台,无,中青年,84.85,27.85,46.9,84.49,68.96,89.65,30.51,55.25,80.77,7,53.27,86.18,80.66,0.41123,0
APP-0376,生命科学,10,239,14,12,1,省部级重点单位,无,中青年,77.88,79.5,43.11,80.28,56.41,98.77,69.96,72.46,86.46,5,62.51,46.25,50.46,0.11408,0
APP-0377,交叉学科,6,300,4,5,1,普通高校/机构,无,青年,67.86,57.23,62.3,88.32,44.45,62.95,73.49,66.97,91.02,8,47.25,52.62,53.42,0.0068,0
APP-0378,信息科学,9,654,9,6,0,普通高校/机构,长期经历,中青年,50.11,79.6,52.7,60.25,41.52,86.23,77.2,85.35,80.96,7,48.31,67.14,35.17,0.02355,0
APP-0379,信息科学,9,298,17,16,2,省部级重点单位,无,中青年,78.77,93.81,70.79,60.17,71.17,78.65,36.14,85.86,75.23,4,42.81,35.44,41.63,0.32704,0
APP-0380,管理科学,4,137,5,5,1,省部级重点单位,长期经历,青年,55.6,66.46,48.35,64.68,78.69,53.13,54.02,51.79,58.72,5,68.24,57.73,42.27,0.00766,0
APP-0381,工程技术,8,282,8,1,0,省部级重点单位,无,青年,76.94,76.14,85.7,56.74,51.76,64.51,56.67,58.67,78.13,10,69.5,98.92,80.56,0.13692,0
APP-0382,交叉学科,15,406,19,14,1,省部级重点单位,长期经历,中青年,73.03,70.46,55.67,51.82,70.08,37.67,15.86,56.87,75.18,5,44.9,94.92,34.48,0.26088,1
APP-0383,管理科学,11,236,16,17,0,普通高校/机构,长期经历,中青年,54.32,77.36,91.89,75.09,63.21,77.88,53.15,81.77,70.57,2,71.1,78.15,71.81,0.36328,0
APP-0384,工程技术,1,47,7,1,0,省部级重点单位,无,青年,75.36,71.45,75.86,74.21,77.49,61.08,52.77,76.43,96.53,5,27.46,83.29,59.49,0.04063,0
APP-0385,信息科学,13,136,23,25,2,普通高校/机构,无,资深,74.49,62.76,52.17,72.2,79.86,75.61,64.91,64.43,91.83,2,52.58,70.88,74.29,0.1424,0
APP-0386,交叉学科,17,580,26,23,8,普通高校/机构,短期交流,资深,74.53,57.33,99.42,73.6,29.74,100.0,38.57,73.25,63.7,6,28.93,54.23,83.83,0.23269,0
APP-0387,管理科学,7,153,14,4,1,普通高校/机构,无,青年,73.91,92.27,71.98,49.97,82.51,93.12,75.01,53.11,83.54,10,33.36,91.58,63.49,0.07304,0
APP-0388,交叉学科,11,585,11,13,1,普通高校/机构,长期经历,中青年,63.52,76.14,70.49,62.76,70.04,64.8,51.61,58.86,73.83,3,28.69,44.92,83.27,0.03998,0
APP-0389,生命科学,9,348,20,17,3,双一流/国家级平台,无,中青年,79.69,81.63,67.02,65.18,57.5,61.89,84.19,50.5,85.67,3,42.89,79.43,90.35,0.17804,0
APP-0390,交叉学科,8,116,22,19,7,普通高校/机构,无,资深,63.06,75.59,75.0,69.63,57.94,89.52,64.93,72.18,74.0,3,68.4,52.83,86.89,0.26434,0
APP-0391,工程技术,3,189,2,1,0,普通高校/机构,无,青年,58.03,83.66,75.88,50.02,66.51,61.94,55.55,72.13,76.61,5,54.43,53.92,52.57,0.02848,0
APP-0392,生命科学,7,30,5,3,0,省部级重点单位,短期交流,青年,80.77,57.46,55.03,56.94,57.94,85.89,28.03,55.23,91.63,6,44.32,71.7,30.52,0.12636,0
APP-0393,工程技术,10,736,15,16,2,省部级重点单位,长期经历,中青年,84.17,71.16,64.8,63.33,51.01,100.0,28.77,76.32,90.19,11,52.53,98.61,61.88,0.62803,1
APP-0394,管理科学,2,28,8,6,0,普通高校/机构,无,青年,79.88,77.08,69.74,82.76,54.68,82.11,82.02,85.86,97.09,9,14.87,87.72,67.03,0.33356,1
APP-0395,生命科学,12,339,17,17,1,普通高校/机构,短期交流,中青年,69.31,88.1,76.74,72.4,49.36,88.21,67.55,54.54,79.83,2,67.44,68.1,30.79,0.24918,0
APP-0396,信息科学,12,325,15,14,0,普通高校/机构,长期经历,中青年,46.79,100.0,77.0,82.28,87.55,86.82,44.3,65.11,67.44,1,11.05,63.13,65.04,0.19179,0
APP-0397,交叉学科,15,623,14,7,1,省部级重点单位,无,青年,91.26,75.71,70.47,67.41,66.89,67.31,52.09,77.7,91.21,7,41.86,76.07,20.26,0.19576,0
APP-0398,信息科学,16,257,11,14,2,普通高校/机构,无,中青年,46.58,60.74,59.75,69.01,100.0,77.48,54.44,69.9,91.27,8,54.42,86.57,90.28,0.28901,0
APP-0399,信息科学,11,57,16,19,4,普通高校/机构,短期交流,资深,79.62,53.26,58.98,75.49,71.94,62.52,23.1,49.42,88.28,5,64.91,30.31,72.12,0.221,0
APP-0400,信息科学,10,170,19,16,4,普通高校/机构,短期交流,中青年,99.43,57.33,50.13,66.7,75.42,89.48,54.69,63.39,74.56,10,60.78,59.71,50.09,0.50304,1
APP-0401,信息科学,9,167,19,17,3,省部级重点单位,无,中青年,73.94,59.16,76.89,60.88,49.01,60.98,62.25,62.89,71.29,10,55.01,43.06,66.15,0.04414,0
APP-0402,交叉学科,5,32,4,4,0,普通高校/机构,短期交流,青年,75.79,29.38,58.76,49.63,62.51,82.41,64.93,67.44,87.36,3,85.15,58.06,68.25,0.01931,0
APP-0403,管理科学,5,124,9,3,1,双一流/国家级平台,无,青年,76.93,60.54,65.12,61.23,67.16,87.58,42.64,68.08,73.14,4,96.3,39.36,72.21,0.24381,0
APP-0404,生命科学,19,185,28,25,4,普通高校/机构,长期经历,资深,74.58,80.03,71.57,79.87,55.8,68.1,82.0,93.49,78.92,5,56.14,29.49,65.18,0.24938,1
APP-0405,交叉学科,11,348,13,10,2,省部级重点单位,长期经历,中青年,100.0,71.06,68.06,85.39,58.56,65.35,82.14,66.87,100.0,8,54.0,38.25,80.06,0.59592,0
APP-0406,交叉学科,13,225,8,7,0,普通高校/机构,短期交流,中青年,61.04,66.38,67.92,58.95,72.72,71.96,34.62,44.23,100.0,3,52.81,52.04,42.45,0.11689,0
APP-0407,信息科学,15,1073,32,33,4,普通高校/机构,无,资深,59.41,47.29,54.43,46.46,73.04,63.29,24.48,71.37,89.93,4,43.78,72.56,61.8,0.04216,0
APP-0408,交叉学科,7,132,12,2,1,普通高校/机构,无,青年,67.74,84.71,72.03,81.05,44.61,75.88,61.89,96.22,75.38,8,63.52,47.35,94.37,0.40622,0
APP-0409,生命科学,16,421,11,11,1,双一流/国家级平台,无,中青年,94.63,77.17,63.31,69.9,70.54,63.0,45.88,67.49,74.78,4,81.43,46.42,58.02,0.72366,1
APP-0410,交叉学科,6,120,6,2,0,双一流/国家级平台,无,青年,64.5,69.82,66.7,51.49,74.85,63.87,37.2,63.43,89.16,5,6.2,69.12,68.1,0.04839,0
APP-0411,工程技术,8,61,13,6,0,普通高校/机构,短期交流,青年,77.59,39.16,85.37,28.56,56.56,80.56,54.46,65.42,96.97,9,52.61,67.16,47.08,0.03173,0
APP-0412,工程技术,9,168,13,11,2,普通高校/机构,无,中青年,85.92,63.13,75.58,56.48,54.93,81.41,70.43,78.76,76.88,8,85.77,92.64,100.0,0.77317,1
APP-0413,生命科学,8,284,6,9,2,双一流/国家级平台,无,中青年,82.13,76.07,59.44,62.98,73.06,70.48,76.69,65.36,77.43,7,63.86,78.82,68.85,0.30318,1
APP-0414,交叉学科,14,417,20,18,4,省部级重点单位,无,资深,85.23,69.6,65.77,54.03,24.83,54.24,60.87,47.27,82.88,3,64.28,43.53,42.6,0.08365,0
APP-0415,生命科学,9,159,3,1,0,普通高校/机构,无,青年,90.43,72.69,91.99,77.99,66.03,88.05,5.35,59.92,68.11,5,23.98,49.93,82.54,0.38484,0
APP-0416,信息科学,10,81,18,24,4,普通高校/机构,无,资深,76.01,79.6,63.39,58.44,92.15,68.62,69.09,69.03,68.42,5,70.04,75.44,45.76,0.49773,1
APP-0417,生命科学,4,155,4,7,1,省部级重点单位,短期交流,中青年,66.06,72.17,68.6,69.16,24.46,98.75,33.88,78.03,70.24,11,76.18,46.04,75.62,0.25792,0
APP-0418,管理科学,9,252,16,10,2,省部级重点单位,短期交流,中青年,73.91,79.1,77.96,99.86,79.17,72.41,56.17,61.26,87.46,6,60.0,56.16,81.51,0.66585,0
APP-0419,生命科学,12,426,18,21,4,省部级重点单位,无,资深,67.59,58.19,71.23,70.53,74.71,75.63,47.56,65.56,84.72,5,42.89,31.21,98.45,0.22003,0
APP-0420,交叉学科,9,161,18,16,4,双一流/国家级平台,长期经历,中青年,100.0,52.88,62.41,67.5,42.99,68.82,100.0,70.67,93.37,10,64.86,38.48,67.81,0.05128,1
APP-0421,工程技术,7,52,13,9,2,省部级重点单位,长期经历,中青年,65.08,76.68,56.85,67.79,74.33,76.92,91.16,58.34,64.63,8,35.24,84.67,64.83,0.05044,0
APP-0422,生命科学,6,195,6,1,0,普通高校/机构,无,青年,78.28,79.55,67.85,77.7,82.02,100.0,40.81,68.62,66.83,6,32.6,65.01,29.54,0.27367,0
APP-0423,生命科学,4,101,8,4,0,省部级重点单位,短期交流,青年,52.49,77.27,77.87,76.09,47.17,69.81,23.11,77.01,86.56,7,72.04,50.68,56.24,0.16528,0
APP-0424,生命科学,15,741,28,30,4,普通高校/机构,无,资深,73.73,71.84,87.81,55.95,54.68,89.32,24.67,52.2,73.28,10,77.92,53.21,51.86,0.15435,0
APP-0425,工程技术,8,177,16,15,5,普通高校/机构,无,中青年,68.27,65.46,46.02,63.66,66.42,75.09,55.43,74.6,74.01,10,41.15,92.88,60.93,0.42847,0
APP-0426,管理科学,3,82,4,3,2,普通高校/机构,无,青年,80.78,72.95,94.44,60.32,81.64,88.09,54.65,53.65,92.13,4,32.69,50.18,55.16,0.18226,0
APP-0427,信息科学,2,87,5,5,0,普通高校/机构,无,青年,81.12,75.31,63.67,65.33,57.34,50.82,42.55,53.95,76.47,9,38.44,70.52,77.37,0.08754,0
APP-0428,交叉学科,6,94,12,10,0,省部级重点单位,长期经历,中青年,90.42,76.15,81.87,92.75,65.33,97.34,42.31,60.06,77.64,5,59.95,77.69,54.49,0.79226,1
APP-0429,生命科学,10,138,15,14,1,普通高校/机构,长期经历,中青年,89.39,100.0,56.94,77.03,55.36,78.09,65.34,90.48,79.5,8,32.72,88.01,72.08,0.77495,0
APP-0430,管理科学,9,180,8,2,0,普通高校/机构,短期交流,青年,71.14,57.11,43.84,67.96,66.39,70.79,48.43,44.27,80.11,6,81.68,46.68,62.04,0.03394,0
APP-0431,交叉学科,12,135,21,17,1,省部级重点单位,无,中青年,59.72,100.0,48.31,85.18,82.75,84.84,40.35,63.04,88.85,10,46.7,36.81,53.41,0.36255,0
APP-0432,管理科学,7,134,14,12,3,省部级重点单位,无,中青年,61.25,52.4,63.04,71.45,67.69,75.73,42.86,69.6,69.9,8,63.33,42.13,51.87,0.09315,0
APP-0433,管理科学,7,550,8,8,0,省部级重点单位,长期经历,中青年,75.94,75.4,75.86,47.71,60.28,60.23,46.76,87.51,80.12,3,41.14,75.16,67.96,0.32726,1
APP-0434,交叉学科,4,201,1,4,0,双一流/国家级平台,无,青年,74.05,53.27,68.47,90.63,65.48,44.92,54.45,99.22,93.62,8,67.68,97.85,87.3,0.32222,0
APP-0435,生命科学,12,301,15,16,1,省部级重点单位,无,中青年,75.35,74.29,64.25,66.97,53.19,95.91,55.63,63.67,100.0,6,69.32,75.78,51.58,0.36624,0
APP-0436,生命科学,5,329,4,5,1,普通高校/机构,无,青年,65.04,83.75,84.77,39.67,50.09,71.33,17.03,78.09,68.43,8,22.44,50.13,64.81,0.06256,0
APP-0437,生命科学,4,60,5,3,0,省部级重点单位,无,青年,90.68,70.46,68.03,48.2,85.25,66.64,65.02,68.58,85.31,6,42.41,83.38,72.23,0.11292,0
APP-0438,工程技术,9,969,15,13,0,省部级重点单位,无,中青年,52.86,83.62,72.2,83.66,92.2,67.58,42.76,68.49,80.1,5,52.87,53.56,63.66,0.59872,1
APP-0439,管理科学,8,129,16,15,1,普通高校/机构,无,中青年,64.32,64.07,100.0,48.42,37.34,91.57,29.72,74.1,81.01,8,45.5,47.03,34.08,0.04725,0
APP-0440,工程技术,5,441,13,4,1,普通高校/机构,短期交流,青年,58.0,41.3,67.88,86.54,75.31,68.12,42.55,46.22,74.1,6,73.43,56.03,72.14,0.16386,0
APP-0441,交叉学科,14,1034,24,23,1,普通高校/机构,无,资深,69.28,78.77,57.56,70.05,79.74,81.73,73.12,69.28,89.56,7,44.06,51.54,38.39,0.17294,0
APP-0442,生命科学,6,44,13,4,2,省部级重点单位,无,青年,88.21,70.43,75.21,78.28,46.61,69.98,61.95,76.76,89.04,4,70.3,49.37,38.63,0.213,1
APP-0443,管理科学,14,732,19,16,2,普通高校/机构,无,中青年,68.26,63.29,79.01,65.66,58.45,58.94,51.94,57.1,100.0,8,65.69,83.99,41.82,0.19987,0
APP-0444,生命科学,13,220,32,32,3,普通高校/机构,无,资深,73.32,64.25,72.51,75.8,56.77,84.82,32.06,76.86,68.79,4,53.84,52.72,61.25,0.0358,0
APP-0445,信息科学,8,120,14,14,1,双一流/国家级平台,长期经历,中青年,80.64,75.69,70.35,73.12,96.42,87.24,38.66,44.07,64.52,5,71.13,33.43,47.62,0.73055,1
APP-0446,管理科学,9,270,13,16,1,双一流/国家级平台,无,资深,67.64,58.6,90.23,68.5,92.44,65.85,31.16,71.4,100.0,5,25.24,72.55,39.6,0.1072,0
APP-0447,交叉学科,8,90,15,16,1,普通高校/机构,短期交流,中青年,76.97,75.25,88.36,55.15,51.26,73.55,50.24,90.13,81.48,5,54.77,44.82,70.46,0.26674,0
APP-0448,工程技术,15,416,18,17,3,双一流/国家级平台,短期交流,中青年,75.26,86.64,66.24,73.66,42.65,75.16,50.67,66.72,77.43,7,40.52,45.4,63.54,0.31194,0
APP-0449,生命科学,5,65,9,9,2,普通高校/机构,无,中青年,57.3,98.84,58.35,45.38,78.37,79.34,36.97,55.33,83.88,7,53.86,74.62,76.88,0.38709,1
APP-0450,工程技术,6,155,10,12,3,双一流/国家级平台,短期交流,中青年,65.96,89.66,74.44,81.11,74.7,97.66,67.56,48.62,68.05,4,46.61,48.94,51.6,0.20169,0
APP-0451,生命科学,4,243,9,5,0,双一流/国家级平台,短期交流,青年,76.61,72.26,58.26,71.56,85.9,70.11,57.69,75.86,85.76,4,57.2,53.85,62.92,0.11996,0
APP-0452,交叉学科,8,224,6,6,1,普通高校/机构,无,中青年,88.67,73.61,81.28,75.03,49.05,70.04,6.82,83.92,81.2,3,56.19,62.76,77.61,0.78889,0
APP-0453,管理科学,15,237,6,6,2,省部级重点单位,无,青年,88.66,64.4,74.36,34.98,77.58,71.9,60.62,69.16,92.74,8,58.78,56.85,41.67,0.15929,0
APP-0454,生命科学,10,299,14,17,5,双一流/国家级平台,无,资深,99.24,63.48,100.0,54.37,54.29,62.69,71.02,63.04,90.57,7,59.57,54.27,52.75,0.1351,0
APP-0455,生命科学,3,34,5,2,0,双一流/国家级平台,长期经历,青年,78.31,82.21,90.1,62.43,75.97,53.33,54.05,41.04,91.4,5,67.47,19.83,80.88,0.18561,0
APP-0456,生命科学,3,49,4,3,0,双一流/国家级平台,短期交流,青年,66.63,65.69,51.82,77.76,65.41,75.61,61.63,71.86,83.91,9,30.83,58.89,64.33,0.12343,0
APP-0457,交叉学科,15,227,29,33,2,省部级重点单位,长期经历,资深,71.17,75.13,60.22,56.74,96.41,80.33,44.73,59.66,98.04,5,66.19,91.04,61.44,0.32431,0
APP-0458,信息科学,5,200,9,4,1,普通高校/机构,长期经历,青年,70.52,56.52,39.29,100.0,73.16,74.03,48.69,60.52,87.76,5,25.75,73.33,63.34,0.04345,0
APP-0459,管理科学,7,203,10,4,1,双一流/国家级平台,无,青年,66.7,89.18,35.93,65.58,60.98,73.25,49.11,94.25,76.67,9,0.11,55.24,84.79,0.13666,0
APP-0460,工程技术,9,272,13,14,5,省部级重点单位,短期交流,中青年,76.98,65.49,69.71,55.79,68.21,63.22,53.68,42.98,73.91,6,95.45,70.46,63.59,0.61501,1
APP-0461,工程技术,4,100,3,4,1,省部级重点单位,无,青年,77.58,85.23,50.11,66.57,64.39,77.03,38.42,44.98,75.03,5,37.22,73.29,64.77,0.04676,0
APP-0462,生命科学,4,61,8,7,0,普通高校/机构,短期交流,青年,56.74,60.15,92.62,56.64,47.53,76.04,71.85,73.47,87.89,14,47.04,46.84,63.72,0.01556,0
APP-0463,交叉学科,8,458,11,6,1,省部级重点单位,无,中青年,86.15,59.41,85.37,53.6,96.8,79.7,78.9,64.22,68.68,4,18.73,84.63,36.53,0.20429,0
APP-0464,信息科学,7,99,11,4,0,普通高校/机构,无,青年,48.12,88.59,63.93,82.14,91.58,77.88,39.38,62.22,83.55,6,46.91,64.94,72.54,0.09372,0
APP-0465,工程技术,6,181,11,7,0,省部级重点单位,短期交流,青年,69.11,61.24,63.08,75.67,63.18,78.73,26.63,74.09,73.67,5,60.14,56.38,50.04,0.163,1
APP-0466,管理科学,6,128,13,6,0,普通高校/机构,短期交流,青年,86.94,48.05,90.28,75.71,77.2,89.83,33.02,73.84,69.47,5,60.86,90.63,42.54,0.43016,0
APP-0467,工程技术,9,277,15,6,2,省部级重点单位,短期交流,青年,79.9,55.44,93.72,85.6,98.82,80.87,58.1,55.4,71.08,8,31.86,24.77,34.31,0.17085,0
APP-0468,交叉学科,6,93,5,2,0,双一流/国家级平台,无,青年,67.36,81.99,54.01,75.33,85.79,79.77,61.76,61.12,81.76,6,47.13,40.84,37.84,0.20065,1
APP-0469,生命科学,6,274,12,4,0,省部级重点单位,无,青年,97.59,80.65,52.08,55.12,61.08,53.09,65.78,70.74,89.64,4,63.38,73.55,25.42,0.24065,0
APP-0470,工程技术,12,603,11,9,2,省部级重点单位,长期经历,中青年,66.28,59.32,63.48,78.21,64.59,86.64,59.9,72.51,75.24,7,60.77,74.13,46.57,0.19378,1
APP-0471,信息科学,15,571,21,17,2,普通高校/机构,无,中青年,45.97,61.16,74.47,54.35,38.52,70.43,38.63,77.25,61.24,4,58.57,91.64,56.61,0.0345,1
APP-0472,工程技术,3,93,7,1,0,双一流/国家级平台,无,青年,77.89,79.42,60.29,62.79,78.4,74.95,10.2,61.25,100.0,10,71.21,21.39,82.04,0.66798,1
APP-0473,生命科学,9,145,3,5,0,省部级重点单位,无,青年,48.88,88.42,74.78,68.41,85.89,58.73,40.05,75.21,93.18,7,53.82,77.46,65.03,0.39622,0
APP-0474,生命科学,12,1540,23,29,6,普通高校/机构,无,资深,61.19,69.04,97.25,67.09,86.0,99.08,83.08,84.26,91.32,7,83.84,39.58,68.31,0.49711,1
APP-0475,信息科学,8,91,12,15,2,普通高校/机构,无,中青年,80.1,77.76,46.91,45.71,77.22,44.31,67.94,70.7,98.28,2,50.14,69.54,85.75,0.14893,0
APP-0476,信息科学,9,340,4,6,0,普通高校/机构,无,中青年,66.01,82.23,61.31,56.42,71.64,91.86,58.49,68.46,82.92,7,69.89,60.83,15.53,0.18641,0
APP-0477,信息科学,3,104,11,6,1,省部级重点单位,短期交流,中青年,79.55,100.0,47.2,68.71,50.04,79.1,68.09,66.47,80.65,7,70.6,77.3,70.66,0.16641,0
APP-0478,工程技术,11,219,16,6,0,双一流/国家级平台,长期经历,青年,56.94,53.82,55.45,61.06,71.12,51.14,33.2,60.74,95.56,6,23.22,57.76,69.35,0.02664,0
APP-0479,工程技术,2,74,14,15,4,省部级重点单位,长期经历,资深,83.16,60.64,63.58,83.64,55.89,98.44,54.58,55.93,95.49,5,64.82,80.2,78.0,0.46192,1
APP-0480,信息科学,5,86,23,23,1,普通高校/机构,无,资深,50.02,62.91,57.09,85.87,74.4,80.17,60.24,65.53,88.15,7,43.2,47.09,33.46,0.006,0
APP-0481,信息科学,15,396,28,25,6,双一流/国家级平台,无,资深,89.14,81.59,75.8,54.43,53.78,45.7,45.54,76.76,90.82,5,35.82,60.53,54.24,0.27001,0
APP-0482,生命科学,8,214,9,5,0,普通高校/机构,短期交流,青年,65.82,66.47,70.26,69.78,74.3,68.93,57.28,56.66,69.61,4,47.51,65.47,48.17,0.03498,0
APP-0483,工程技术,1,274,5,1,0,双一流/国家级平台,短期交流,青年,91.91,74.37,72.49,89.58,87.17,80.41,78.65,68.87,79.43,6,59.23,92.18,42.11,0.39572,1
APP-0484,信息科学,3,168,5,2,0,普通高校/机构,无,青年,61.07,71.71,63.4,67.26,72.03,94.56,41.99,67.13,99.04,8,24.7,76.99,100.0,0.06911,0
APP-0485,生命科学,9,268,9,3,0,省部级重点单位,短期交流,青年,97.02,70.02,64.78,63.71,71.26,69.09,17.94,96.67,90.04,1,56.54,65.68,54.38,0.67177,0
APP-0486,信息科学,0,44,7,1,0,双一流/国家级平台,短期交流,青年,59.55,71.5,62.74,80.18,80.61,42.24,53.45,80.84,67.38,8,51.65,73.52,79.76,0.05864,0
APP-0487,工程技术,9,635,13,9,0,普通高校/机构,短期交流,中青年,48.68,84.42,64.27,65.44,94.33,91.51,36.87,80.6,76.69,2,76.76,81.55,76.0,0.56187,1
APP-0488,信息科学,5,64,10,6,1,省部级重点单位,短期交流,青年,72.56,56.41,74.29,85.52,64.28,79.98,53.62,83.8,97.41,7,43.33,68.74,39.52,0.21367,0
APP-0489,工程技术,6,123,18,19,2,双一流/国家级平台,无,资深,88.04,67.92,39.15,61.27,74.34,47.21,42.95,61.81,86.55,4,79.8,43.55,55.07,0.18224,0
APP-0490,工程技术,4,30,1,2,0,普通高校/机构,无,青年,82.28,52.99,72.32,62.83,90.18,78.11,55.59,90.65,83.82,5,63.74,73.31,65.02,0.12895,0
APP-0491,管理科学,4,147,10,4,1,普通高校/机构,短期交流,青年,87.12,73.17,54.97,79.27,76.71,79.38,78.57,72.39,84.12,5,55.33,61.49,70.72,0.17396,1
APP-0492,工程技术,18,614,21,26,2,省部级重点单位,无,资深,82.54,67.26,62.92,70.31,33.96,70.1,59.2,69.33,81.16,8,81.47,55.65,69.62,0.0827,0
APP-0493,工程技术,10,110,19,16,1,普通高校/机构,长期经历,中青年,61.34,84.97,44.58,70.41,54.55,64.07,17.02,51.78,76.76,5,94.45,47.87,93.8,0.19731,1
APP-0494,信息科学,9,488,13,7,3,普通高校/机构,短期交流,青年,81.96,69.93,62.62,44.18,78.02,66.68,63.9,63.98,73.66,3,51.79,72.43,79.48,0.44287,0
APP-0495,管理科学,11,143,11,12,3,省部级重点单位,无,中青年,73.21,63.79,72.17,64.41,59.6,70.1,50.4,43.51,92.1,10,41.2,71.22,75.17,0.15355,1
APP-0496,工程技术,10,168,9,7,1,省部级重点单位,短期交流,青年,62.77,66.55,74.86,80.23,89.05,78.26,54.26,66.28,84.38,5,64.58,44.8,80.46,0.38018,1
APP-0497,信息科学,10,227,14,3,0,普通高校/机构,短期交流,青年,74.33,94.13,50.21,58.81,95.73,83.46,69.46,61.36,89.07,8,27.54,42.09,87.0,0.20689,0
APP-0498,工程技术,6,389,16,16,0,普通高校/机构,短期交流,中青年,71.27,48.02,74.13,78.11,56.56,48.23,39.5,64.02,87.47,7,29.98,96.05,53.41,0.08305,0
