application_id,discipline,predicted_funding_probability,ai_recommendation,confidence,project_risk,fairness_audit_share,routing,routing_reason,true_label,true_funding_probability
APP-0353,工程技术,0.61431,建议资助,0.22862,42.99,0.03126,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.41696
APP-0354,工程技术,0.61262,建议资助,0.22523,36.39,0.03517,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.4684
APP-0355,工程技术,0.30044,建议不资助,0.39913,12.82,0.07452,regular_review,进入常规人工复核,0,0.12581
APP-0356,工程技术,0.03553,建议不资助,0.92895,38.99,0.03985,fast_track,高置信且解释风险较低，可进入快速复核,0,0.10634
APP-0357,管理科学,0.91422,建议资助,0.82844,67.03,0.0438,regular_review,进入常规人工复核,1,0.70881
APP-0358,管理科学,0.41844,建议不资助,0.16313,82.91,0.05676,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.54021
APP-0359,工程技术,0.12055,建议不资助,0.7589,28.6,0.0566,fast_track,高置信且解释风险较低，可进入快速复核,0,0.12039
APP-0360,工程技术,0.21792,建议不资助,0.56415,73.43,0.05607,regular_review,进入常规人工复核,0,0.13142
APP-0361,交叉学科,0.62413,建议资助,0.24825,51.42,0.03583,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.51254
APP-0362,生命科学,0.11074,建议不资助,0.77851,40.29,0.05168,fast_track,高置信且解释风险较低，可进入快速复核,0,0.0364
APP-0363,生命科学,0.03863,建议不资助,0.92275,53.46,0.06532,fast_track,高置信且解释风险较低，可进入快速复核,0,0.05823
APP-0364,生命科学,0.16891,建议不资助,0.66219,78.35,0.04188,regular_review,进入常规人工复核,0,0.31295
APP-0365,工程技术,0.30371,建议不资助,0.39259,51.02,0.05294,regular_review,进入常规人工复核,1,0.22443
APP-0366,信息科学,0.07509,建议不资助,0.84982,27.83,0.07239,fast_track,高置信且解释风险较低，可进入快速复核,0,0.08571
APP-0367,管理科学,0.03332,建议不资助,0.93336,58.48,0.0771,fast_track,高置信且解释风险较低，可进入快速复核,0,0.01249
APP-0368,工程技术,0.0132,建议不资助,0.97359,58.16,0.05044,fast_track,高置信且解释风险较低，可进入快速复核,0,0.01595
APP-0369,信息科学,0.25312,建议不资助,0.49376,46.19,0.0601,regular_review,进入常规人工复核,0,0.06748
APP-0370,交叉学科,0.43878,建议不资助,0.12244,77.96,0.0832,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.18622
APP-0371,管理科学,0.14422,建议不资助,0.71157,4.22,0.08646,fast_track,高置信且解释风险较低，可进入快速复核,0,0.46618
APP-0372,信息科学,0.18193,建议不资助,0.63615,57.14,0.05849,regular_review,进入常规人工复核,0,0.36478
APP-0373,信息科学,0.39678,建议不资助,0.20643,65.69,0.13358,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.17748
APP-0374,信息科学,0.44989,建议不资助,0.10022,21.02,0.10623,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.57951
APP-0375,生命科学,0.40802,建议不资助,0.18396,30.51,0.05929,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.41123
APP-0376,生命科学,0.04921,建议不资助,0.90159,69.96,0.03793,regular_review,进入常规人工复核,0,0.11408
APP-0377,交叉学科,0.01904,建议不资助,0.96193,73.49,0.05798,regular_review,进入常规人工复核,0,0.0068
APP-0378,信息科学,0.03751,建议不资助,0.92499,77.2,0.07312,regular_review,进入常规人工复核,0,0.02355
APP-0379,信息科学,0.53456,建议资助,0.06912,36.14,0.05059,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.32704
APP-0380,管理科学,0.051,建议不资助,0.898,54.02,0.06228,fast_track,高置信且解释风险较低，可进入快速复核,0,0.00766
APP-0381,工程技术,0.34894,建议不资助,0.30213,56.67,0.04426,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.13692
APP-0382,交叉学科,0.1018,建议不资助,0.7964,15.86,0.04346,fast_track,高置信且解释风险较低，可进入快速复核,1,0.26088
APP-0383,管理科学,0.36931,建议不资助,0.26139,53.15,0.07858,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.36328
APP-0384,工程技术,0.14469,建议不资助,0.71062,52.77,0.0431,fast_track,高置信且解释风险较低，可进入快速复核,0,0.04063
APP-0385,信息科学,0.14006,建议不资助,0.71988,64.91,0.07839,regular_review,进入常规人工复核,0,0.1424
APP-0386,交叉学科,0.30677,建议不资助,0.38647,38.57,0.03478,regular_review,进入常规人工复核,0,0.23269
APP-0387,管理科学,0.09864,建议不资助,0.80273,75.01,0.04661,regular_review,进入常规人工复核,0,0.07304
APP-0388,交叉学科,0.14307,建议不资助,0.71387,51.61,0.0697,fast_track,高置信且解释风险较低，可进入快速复核,0,0.03998
APP-0389,生命科学,0.26274,建议不资助,0.47451,84.19,0.09297,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.17804
APP-0390,交叉学科,0.34118,建议不资助,0.31765,64.93,0.06152,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.26434
APP-0391,工程技术,0.04624,建议不资助,0.90751,55.55,0.05812,fast_track,高置信且解释风险较低，可进入快速复核,0,0.02848
APP-0392,生命科学,0.07004,建议不资助,0.85992,28.03,0.04234,fast_track,高置信且解释风险较低，可进入快速复核,0,0.12636
APP-0393,工程技术,0.56147,建议资助,0.12294,28.77,0.05914,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.62803
APP-0394,管理科学,0.11185,建议不资助,0.77631,82.02,0.04786,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.33356
APP-0395,生命科学,0.13182,建议不资助,0.73636,67.55,0.0633,regular_review,进入常规人工复核,0,0.24918
APP-0396,信息科学,0.18661,建议不资助,0.62678,44.3,0.05462,regular_review,进入常规人工复核,0,0.19179
APP-0397,交叉学科,0.34096,建议不资助,0.31808,52.09,0.04355,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.19576
APP-0398,信息科学,0.23465,建议不资助,0.5307,54.44,0.08888,regular_review,进入常规人工复核,0,0.28901
APP-0399,信息科学,0.17892,建议不资助,0.64216,23.1,0.05538,regular_review,进入常规人工复核,0,0.221
APP-0400,信息科学,0.46184,建议不资助,0.07632,54.69,0.06625,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.50304
APP-0401,信息科学,0.16164,建议不资助,0.67672,62.25,0.06684,regular_review,进入常规人工复核,0,0.04414
APP-0402,交叉学科,0.0308,建议不资助,0.9384,64.93,0.04337,regular_review,进入常规人工复核,0,0.01931
APP-0403,管理科学,0.49792,建议不资助,0.00417,42.64,0.08418,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.24381
APP-0404,生命科学,0.18419,建议不资助,0.63161,82.0,0.08011,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.24938
APP-0405,交叉学科,0.44561,建议不资助,0.10878,82.14,0.05214,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.59592
APP-0406,交叉学科,0.14318,建议不资助,0.71364,34.62,0.09219,fast_track,高置信且解释风险较低，可进入快速复核,0,0.11689
APP-0407,信息科学,0.02379,建议不资助,0.95242,24.48,0.03818,fast_track,高置信且解释风险较低，可进入快速复核,0,0.04216
APP-0408,交叉学科,0.22617,建议不资助,0.54766,61.89,0.06339,regular_review,进入常规人工复核,0,0.40622
APP-0409,生命科学,0.76771,建议资助,0.53542,45.88,0.08116,regular_review,进入常规人工复核,1,0.72366
APP-0410,交叉学科,0.02313,建议不资助,0.95375,37.2,0.06849,fast_track,高置信且解释风险较低，可进入快速复核,0,0.04839
APP-0411,工程技术,0.03346,建议不资助,0.93308,54.46,0.05386,fast_track,高置信且解释风险较低，可进入快速复核,0,0.03173
APP-0412,工程技术,0.76273,建议资助,0.52546,70.43,0.04802,regular_review,进入常规人工复核,1,0.77317
APP-0413,生命科学,0.38185,建议不资助,0.23631,76.69,0.1115,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.30318
APP-0414,交叉学科,0.08078,建议不资助,0.83844,60.87,0.0311,regular_review,进入常规人工复核,0,0.08365
APP-0415,生命科学,0.56562,建议资助,0.13124,5.35,0.04176,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.38484
APP-0416,信息科学,0.19048,建议不资助,0.61904,69.09,0.07263,regular_review,进入常规人工复核,1,0.49773
APP-0417,生命科学,0.20456,建议不资助,0.59088,33.88,0.04364,regular_review,进入常规人工复核,0,0.25792
APP-0418,管理科学,0.59075,建议资助,0.1815,56.17,0.06211,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.66585
APP-0419,生命科学,0.1946,建议不资助,0.6108,47.56,0.04184,regular_review,进入常规人工复核,0,0.22003
APP-0420,交叉学科,0.28316,建议不资助,0.43369,100.0,0.08019,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.05128
APP-0421,工程技术,0.08019,建议不资助,0.83962,91.16,0.05497,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.05044
APP-0422,生命科学,0.21486,建议不资助,0.57027,40.81,0.07145,regular_review,进入常规人工复核,0,0.27367
APP-0423,生命科学,0.1351,建议不资助,0.72981,23.11,0.03839,fast_track,高置信且解释风险较低，可进入快速复核,0,0.16528
APP-0424,生命科学,0.32871,建议不资助,0.34259,24.67,0.04293,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.15435
APP-0425,工程技术,0.31497,建议不资助,0.37006,55.43,0.07704,regular_review,进入常规人工复核,0,0.42847
APP-0426,管理科学,0.13199,建议不资助,0.73602,54.65,0.06441,fast_track,高置信且解释风险较低，可进入快速复核,0,0.18226
APP-0427,信息科学,0.11191,建议不资助,0.77618,42.55,0.0738,fast_track,高置信且解释风险较低，可进入快速复核,0,0.08754
APP-0428,交叉学科,0.81998,建议资助,0.63996,42.31,0.04901,regular_review,进入常规人工复核,1,0.79226
APP-0429,生命科学,0.48756,建议不资助,0.02489,65.34,0.06213,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.77495
APP-0430,管理科学,0.03795,建议不资助,0.92411,48.43,0.05324,fast_track,高置信且解释风险较低，可进入快速复核,0,0.03394
APP-0431,交叉学科,0.38702,建议不资助,0.22597,40.35,0.04151,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.36255
APP-0432,管理科学,0.2094,建议不资助,0.5812,42.86,0.05656,regular_review,进入常规人工复核,0,0.09315
APP-0433,管理科学,0.1615,建议不资助,0.677,46.76,0.06545,fast_track,高置信且解释风险较低，可进入快速复核,1,0.32726
APP-0434,交叉学科,0.1992,建议不资助,0.6016,54.45,0.06299,regular_review,进入常规人工复核,0,0.32222
APP-0435,生命科学,0.25743,建议不资助,0.48513,55.63,0.08774,regular_review,进入常规人工复核,0,0.36624
APP-0436,生命科学,0.02947,建议不资助,0.94107,17.03,0.04114,fast_track,高置信且解释风险较低，可进入快速复核,0,0.06256
APP-0437,生命科学,0.12637,建议不资助,0.74726,65.02,0.03316,regular_review,进入常规人工复核,0,0.11292
APP-0438,工程技术,0.46373,建议不资助,0.07254,42.76,0.051,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.59872
APP-0439,管理科学,0.03245,建议不资助,0.9351,29.72,0.05469,fast_track,高置信且解释风险较低，可进入快速复核,0,0.04725
APP-0440,工程技术,0.18515,建议不资助,0.62969,42.55,0.05381,regular_review,进入常规人工复核,0,0.16386
APP-0441,交叉学科,0.10892,建议不资助,0.78216,73.12,0.06332,regular_review,进入常规人工复核,0,0.17294
APP-0442,生命科学,0.25535,建议不资助,0.48931,61.95,0.03778,regular_review,进入常规人工复核,1,0.213
APP-0443,管理科学,0.25831,建议不资助,0.48337,51.94,0.07906,regular_review,进入常规人工复核,0,0.19987
APP-0444,生命科学,0.18555,建议不资助,0.62891,32.06,0.06579,regular_review,进入常规人工复核,0,0.0358
APP-0445,信息科学,0.51751,建议资助,0.03501,38.66,0.12027,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.73055
APP-0446,管理科学,0.12232,建议不资助,0.75536,31.16,0.0701,fast_track,高置信且解释风险较低，可进入快速复核,0,0.1072
APP-0447,交叉学科,0.1803,建议不资助,0.63939,50.24,0.0874,regular_review,进入常规人工复核,0,0.26674
APP-0448,工程技术,0.30197,建议不资助,0.39607,50.67,0.10559,regular_review,进入常规人工复核,0,0.31194
APP-0449,生命科学,0.21158,建议不资助,0.57684,36.97,0.0537,regular_review,进入常规人工复核,1,0.38709
APP-0450,工程技术,0.35763,建议不资助,0.28474,67.56,0.08488,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.20169
APP-0451,生命科学,0.22378,建议不资助,0.55244,57.69,0.15315,regular_review,进入常规人工复核,0,0.11996
APP-0452,交叉学科,0.58401,建议资助,0.16801,6.82,0.06017,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.78889
APP-0453,管理科学,0.18243,建议不资助,0.63515,60.62,0.03677,regular_review,进入常规人工复核,0,0.15929
APP-0454,生命科学,0.38793,建议不资助,0.22413,71.02,0.05496,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.1351
APP-0455,生命科学,0.24692,建议不资助,0.50617,54.05,0.08416,regular_review,进入常规人工复核,0,0.18561
APP-0456,生命科学,0.03839,建议不资助,0.92322,61.63,0.0883,regular_review,进入常规人工复核,0,0.12343
APP-0457,交叉学科,0.22757,建议不资助,0.54485,44.73,0.05035,regular_review,进入常规人工复核,0,0.32431
APP-0458,信息科学,0.04571,建议不资助,0.90859,48.69,0.04258,fast_track,高置信且解释风险较低，可进入快速复核,0,0.04345
APP-0459,管理科学,0.10743,建议不资助,0.78515,49.11,0.04963,fast_track,高置信且解释风险较低，可进入快速复核,0,0.13666
APP-0460,工程技术,0.5182,建议资助,0.0364,53.68,0.04651,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.61501
APP-0461,工程技术,0.21155,建议不资助,0.5769,38.42,0.04998,regular_review,进入常规人工复核,0,0.04676
APP-0462,生命科学,0.02844,建议不资助,0.94311,71.85,0.04973,regular_review,进入常规人工复核,0,0.01556
APP-0463,交叉学科,0.14367,建议不资助,0.71266,78.9,0.03081,regular_review,进入常规人工复核,0,0.20429
APP-0464,信息科学,0.25485,建议不资助,0.4903,39.38,0.0687,regular_review,进入常规人工复核,0,0.09372
APP-0465,工程技术,0.23033,建议不资助,0.53935,26.63,0.0592,regular_review,进入常规人工复核,1,0.163
APP-0466,管理科学,0.56891,建议资助,0.13781,33.02,0.05298,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.43016
APP-0467,工程技术,0.21532,建议不资助,0.56936,58.1,0.03706,regular_review,进入常规人工复核,0,0.17085
APP-0468,交叉学科,0.13123,建议不资助,0.73755,61.76,0.09077,regular_review,进入常规人工复核,1,0.20065
APP-0469,生命科学,0.21695,建议不资助,0.5661,65.78,0.03607,regular_review,进入常规人工复核,0,0.24065
APP-0470,工程技术,0.41269,建议不资助,0.17463,59.9,0.06642,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.19378
APP-0471,信息科学,0.26901,建议不资助,0.46197,38.63,0.05686,regular_review,进入常规人工复核,1,0.0345
APP-0472,工程技术,0.3798,建议不资助,0.2404,10.2,0.08956,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.66798
APP-0473,生命科学,0.28566,建议不资助,0.42868,40.05,0.04691,regular_review,进入常规人工复核,0,0.39622
APP-0474,生命科学,0.4727,建议不资助,0.05459,83.08,0.03819,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.49711
APP-0475,信息科学,0.04121,建议不资助,0.91757,67.94,0.05167,regular_review,进入常规人工复核,0,0.14893
APP-0476,信息科学,0.1263,建议不资助,0.74739,58.49,0.07946,fast_track,高置信且解释风险较低，可进入快速复核,0,0.18641
APP-0477,信息科学,0.26692,建议不资助,0.46615,68.09,0.0552,regular_review,进入常规人工复核,0,0.16641
APP-0478,工程技术,0.0373,建议不资助,0.92539,33.2,0.07526,fast_track,高置信且解释风险较低，可进入快速复核,0,0.02664
APP-0479,工程技术,0.47775,建议不资助,0.0445,54.58,0.04433,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.46192
APP-0480,信息科学,0.07171,建议不资助,0.85657,60.24,0.06071,regular_review,进入常规人工复核,0,0.006
APP-0481,信息科学,0.28756,建议不资助,0.42488,45.54,0.05459,regular_review,进入常规人工复核,0,0.27001
APP-0482,生命科学,0.09868,建议不资助,0.80265,57.28,0.09621,fast_track,高置信且解释风险较低，可进入快速复核,0,0.03498
APP-0483,工程技术,0.61515,建议资助,0.23029,78.65,0.06289,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.39572
APP-0484,信息科学,0.09756,建议不资助,0.80488,41.99,0.06058,fast_track,高置信且解释风险较低，可进入快速复核,0,0.06911
APP-0485,生命科学,0.32818,建议不资助,0.34364,17.94,0.04083,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.67177
APP-0486,信息科学,0.04998,建议不资助,0.90005,53.45,0.07457,fast_track,高置信且解释风险较低，可进入快速复核,0,0.05864
APP-0487,工程技术,0.48234,建议不资助,0.03532,36.87,0.06372,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.56187
APP-0488,信息科学,0.17121,建议不资助,0.65759,53.62,0.05603,fast_track,高置信且解释风险较低，可进入快速复核,0,0.21367
APP-0489,工程技术,0.07646,建议不资助,0.84708,42.95,0.04717,fast_track,高置信且解释风险较低，可进入快速复核,0,0.18224
APP-0490,工程技术,0.10535,建议不资助,0.7893,55.59,0.06792,fast_track,高置信且解释风险较低，可进入快速复核,0,0.12895
APP-0491,管理科学,0.24219,建议不资助,0.51561,78.57,0.07013,regular_review,进入常规人工复核,1,0.17396
APP-0492,工程技术,0.23012,建议不资助,0.53975,59.2,0.04074,regular_review,进入常规人工复核,0,0.0827
APP-0493,工程技术,0.27998,建议不资助,0.44004,17.02,0.05581,regular_review,进入常规人工复核,1,0.19731
APP-0494,信息科学,0.15229,建议不资助,0.69541,63.9,0.06355,regular_review,进入常规人工复核,0,0.44287
APP-0495,管理科学,0.31702,建议不资助,0.36596,50.4,0.07613,regular_review,进入常规人工复核,1,0.15355
APP-0496,工程技术,0.31506,建议不资助,0.36987,54.26,0.05224,regular_review,进入常规人工复核,1,0.38018
APP-0497,信息科学,0.10097,建议不资助,0.79806,69.46,0.05494,regular_review,进入常规人工复核,0,0.20689
APP-0498,工程技术,0.07725,建议不资助,0.84549,39.5,0.05656,fast_track,高置信且解释风险较低，可进入快速复核,0,0.08305
APP-0499,信息科学,0.62561,建议资助,0.25122,48.65,0.05564,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.19782
APP-0500,工程技术,0.26608,建议不资助,0.46785,29.41,0.09607,regular_review,进入常规人工复核,0,0.257
APP-0501,管理科学,0.0875,建议不资助,0.825,53.87,0.09858,fast_track,高置信且解释风险较低，可进入快速复核,0,0.09974
APP-0502,交叉学科,0.21055,建议不资助,0.5789,53.34,0.04071,regular_review,进入常规人工复核,0,0.11936
APP-0503,交叉学科,0.10883,建议不资助,0.78234,57.91,0.07671,fast_track,高置信且解释风险较低，可进入快速复核,0,0.2354
APP-0504,工程技术,0.12707,建议不资助,0.74586,64.94,0.05934,regular_review,进入常规人工复核,0,0.0898
APP-0505,工程技术,0.56531,建议资助,0.13063,37.54,0.06004,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.26884
APP-0506,管理科学,0.46908,建议不资助,0.06184,52.54,0.08514,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.34187
APP-0507,信息科学,0.11158,建议不资助,0.77685,62.02,0.04656,regular_review,进入常规人工复核,0,0.08141
APP-0508,交叉学科,0.28705,建议不资助,0.4259,39.16,0.12101,regular_review,进入常规人工复核,0,0.13776
APP-0509,工程技术,0.07423,建议不资助,0.85154,23.18,0.04537,fast_track,高置信且解释风险较低，可进入快速复核,1,0.60247
APP-0510,生命科学,0.92459,建议资助,0.84918,19.64,0.02842,fast_track,高置信且解释风险较低，可进入快速复核,1,0.90875
APP-0511,生命科学,0.27598,建议不资助,0.44804,53.11,0.09099,regular_review,进入常规人工复核,0,0.47244
APP-0512,交叉学科,0.2084,建议不资助,0.5832,83.88,0.07568,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.18705
APP-0513,生命科学,0.10072,建议不资助,0.79855,46.95,0.04948,fast_track,高置信且解释风险较低，可进入快速复核,0,0.11633
APP-0514,信息科学,0.06718,建议不资助,0.86563,59.03,0.0973,fast_track,高置信且解释风险较低，可进入快速复核,0,0.03632
APP-0515,信息科学,0.10051,建议不资助,0.79899,1.49,0.04833,fast_track,高置信且解释风险较低，可进入快速复核,0,0.08053
APP-0516,生命科学,0.10958,建议不资助,0.78083,57.47,0.06239,fast_track,高置信且解释风险较低，可进入快速复核,0,0.0125
APP-0517,信息科学,0.54387,建议资助,0.08774,28.23,0.0596,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.76363
APP-0518,管理科学,0.29216,建议不资助,0.41567,42.13,0.08448,regular_review,进入常规人工复核,1,0.22786
APP-0519,生命科学,0.46813,建议不资助,0.06375,58.83,0.02933,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.18668
APP-0520,交叉学科,0.11145,建议不资助,0.7771,16.78,0.06716,fast_track,高置信且解释风险较低，可进入快速复核,1,0.13778
APP-0521,交叉学科,0.24027,建议不资助,0.51947,100.0,0.0276,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.04335
APP-0522,信息科学,0.39631,建议不资助,0.20739,37.89,0.0736,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.21387
APP-0523,生命科学,0.7587,建议资助,0.5174,65.82,0.03529,regular_review,进入常规人工复核,1,0.74395
APP-0524,工程技术,0.04402,建议不资助,0.91196,79.85,0.05991,regular_review,进入常规人工复核,0,0.03947
APP-0525,生命科学,0.36302,建议不资助,0.27397,55.86,0.07735,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.4815
APP-0526,信息科学,0.28154,建议不资助,0.43691,25.45,0.08436,regular_review,进入常规人工复核,0,0.43299
APP-0527,交叉学科,0.72051,建议资助,0.44102,50.97,0.06981,regular_review,进入常规人工复核,1,0.61525
APP-0528,交叉学科,0.27781,建议不资助,0.44437,13.25,0.06208,regular_review,进入常规人工复核,1,0.3716
APP-0529,管理科学,0.6398,建议资助,0.27961,43.38,0.0458,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.86277
APP-0530,信息科学,0.02579,建议不资助,0.94843,83.54,0.03962,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.007
APP-0531,管理科学,0.13488,建议不资助,0.73023,21.78,0.0707,fast_track,高置信且解释风险较低，可进入快速复核,0,0.11988
APP-0532,管理科学,0.75215,建议资助,0.50429,44.71,0.03087,regular_review,进入常规人工复核,1,0.73731
APP-0533,信息科学,0.07404,建议不资助,0.85192,87.07,0.0519,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.01653
APP-0534,工程技术,0.19272,建议不资助,0.61457,46.52,0.06051,regular_review,进入常规人工复核,0,0.14604
APP-0535,生命科学,0.17135,建议不资助,0.65731,32.13,0.08383,fast_track,高置信且解释风险较低，可进入快速复核,0,0.18921
APP-0536,生命科学,0.1899,建议不资助,0.6202,69.76,0.04283,regular_review,进入常规人工复核,0,0.36947
APP-0537,工程技术,0.03976,建议不资助,0.92049,40.62,0.0671,fast_track,高置信且解释风险较低，可进入快速复核,0,0.03158
APP-0538,生命科学,0.2354,建议不资助,0.52921,0.0,0.06133,regular_review,进入常规人工复核,0,0.30644
APP-0539,生命科学,0.42058,建议不资助,0.15883,22.79,0.02619,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.65852
APP-0540,交叉学科,0.22534,建议不资助,0.54932,100.0,0.04666,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.32088
APP-0541,交叉学科,0.32056,建议不资助,0.35889,62.85,0.08536,regular_review,进入常规人工复核,0,0.56129
APP-0542,工程技术,0.15761,建议不资助,0.68479,79.27,0.03435,regular_review,进入常规人工复核,0,0.0371
APP-0543,交叉学科,0.1021,建议不资助,0.7958,29.42,0.05567,fast_track,高置信且解释风险较低，可进入快速复核,1,0.10563
APP-0544,交叉学科,0.09496,建议不资助,0.81009,48.9,0.0909,fast_track,高置信且解释风险较低，可进入快速复核,0,0.06394
APP-0545,生命科学,0.06877,建议不资助,0.86245,46.62,0.08241,fast_track,高置信且解释风险较低，可进入快速复核,0,0.07942
APP-0546,信息科学,0.54162,建议资助,0.08324,39.05,0.06756,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.22962
APP-0547,信息科学,0.10078,建议不资助,0.79845,54.2,0.05544,fast_track,高置信且解释风险较低，可进入快速复核,0,0.05947
APP-0548,生命科学,0.09838,建议不资助,0.80324,27.7,0.04674,fast_track,高置信且解释风险较低，可进入快速复核,0,0.12617
APP-0549,管理科学,0.0612,建议不资助,0.8776,74.19,0.06916,regular_review,进入常规人工复核,0,0.0386
APP-0550,信息科学,0.15613,建议不资助,0.68774,70.06,0.05416,regular_review,进入常规人工复核,0,0.01485
APP-0551,工程技术,0.65253,建议资助,0.30507,56.56,0.0908,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.81979
APP-0552,生命科学,0.3644,建议不资助,0.2712,52.67,0.09929,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.28804
APP-0553,生命科学,0.0223,建议不资助,0.9554,43.95,0.03174,fast_track,高置信且解释风险较低，可进入快速复核,0,0.26262
APP-0554,交叉学科,0.2569,建议不资助,0.48619,15.53,0.09107,regular_review,进入常规人工复核,1,0.57637
APP-0555,生命科学,0.46789,建议不资助,0.06422,30.19,0.04869,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.3348
APP-0556,信息科学,0.01177,建议不资助,0.97646,46.4,0.02514,fast_track,高置信且解释风险较低，可进入快速复核,0,0.12061
APP-0557,信息科学,0.81582,建议资助,0.63165,41.11,0.07909,regular_review,进入常规人工复核,1,0.92941
APP-0558,工程技术,0.18579,建议不资助,0.62842,71.42,0.05067,regular_review,进入常规人工复核,0,0.03837
APP-0559,工程技术,0.37595,建议不资助,0.2481,74.29,0.07639,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.7682
APP-0560,工程技术,0.1426,建议不资助,0.71479,38.8,0.07198,fast_track,高置信且解释风险较低，可进入快速复核,0,0.08384
APP-0561,生命科学,0.35818,建议不资助,0.28363,30.86,0.10034,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,1,0.47067
APP-0562,信息科学,0.1829,建议不资助,0.63419,65.1,0.08042,regular_review,进入常规人工复核,0,0.20125
APP-0563,交叉学科,0.45127,建议不资助,0.09746,64.3,0.05437,expert_review,低置信、高风险或存在偏差审计信号，建议专家重点审查,0,0.2417
APP-0564,工程技术,0.18729,建议不资助,0.62542,50.01,0.0516,regular_review,进入常规人工复核,1,0.1676
APP-0565,工程技术,0.1981,建议不资助,0.60379,27.16,0.05719,regular_review,进入常规人工复核,0,0.11713
APP-0566,工程技术,0.76961,建议资助,0.53922,43.08,0.05899,regular_review,进入常规人工复核,1,0.15668
